date,timestamp_pst,campaign_id,campaign_name,adset_id,ad_id,objective,placement,impressions,clicks,spend_usd,currency,conversions,conversion_value_usd
2026-01-28,2026-01-28 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,LINK_CLICKS,facebook_feed,8318,194,299.09,GBP,11,1723.9
2026-01-28,2026-01-28 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,VIDEO_VIEWS,instagram_feed,43157,525,1728.7,USD,36,3295.63
2026-01-28,2026-01-28 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,REACH,messenger,26253,276,443.47,USD,3,598.44
2026-01-29,2026-01-29 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,LINK_CLICKS,audience_network,57322,587,995.31,USD,23,3488.16
2026-01-29,2026-01-29 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,LINK_CLICKS,instagram_feed,21753,421,1431.01,USD,14,2560.88
2026-01-29,2026-01-29 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,LINK_CLICKS,facebook_feed,27148,217,559.79,USD,14,1068.12
2026-01-29,2026-01-29 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,LINK_CLICKS,instagram_stories,56218,478,1272.69,USD,24,1676.11
2026-01-29,2026-01-29 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,VIDEO_VIEWS,audience_network,25700,179,248.18,USD,3,186.64
2026-01-29,2026-01-29 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,CONVERSIONS,audience_network,11041,116,375.25,USD,2,219.23
2026-01-30,2026-01-30 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,VIDEO_VIEWS,instagram_stories,56815,1025,1115.51,USD,54,8516.17
2026-01-30,2026-01-30 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,LINK_CLICKS,audience_network,72036,630,1462.48,USD,41,2432.4
2026-01-30,2026-01-30 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,LINK_CLICKS,instagram_feed,42660,523,1004.71,USD,30,5493.13
2026-01-30,2026-01-30 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,VIDEO_VIEWS,facebook_feed,34705,467,355.54,USD,16,728.98
2026-01-30,2026-01-30 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,VIDEO_VIEWS,messenger,75985,1789,1843.57,USD,32,4784.62
2026-01-30,2026-01-30 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,CONVERSIONS,instagram_feed,32514,471,1635.1,USD,4,301.63
2026-01-31,2026-01-31 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,REACH,instagram_feed,16743,121,210.63,USD,4,281.91
2026-01-31,2026-01-31 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,VIDEO_VIEWS,instagram_stories,78429,1383,1450.29,USD,22,3903.79
2026-01-31,2026-01-31 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,LINK_CLICKS,messenger,10056,70,138.19,USD,1,55.96
2026-01-31,2026-01-31 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,LINK_CLICKS,instagram_feed,75009,1664,4722.52,USD,72,6616.07
2026-01-31,2026-01-31 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,CONVERSIONS,instagram_feed,20874,454,1025.64,USD,20,1766.63
2026-01-31,2026-01-31 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,REACH,messenger,24821,146,114.71,USD,7,398.99
2026-01-31,2026-01-31 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,REACH,audience_network,16497,364,183.32,USD,20,2579.33
2026-02-01,2026-02-01 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,REACH,instagram_feed,50838,880,4122.93,,36,2279.91
2026-02-01,2026-02-01 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,LINK_CLICKS,instagram_feed,50364,816,2049.02,USD,50,3234.26
2026-02-01,2026-02-01 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,REACH,instagram_feed,25023,195,191.91,USD,11,469.72
2026-02-01,2026-02-01 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,CONVERSIONS,audience_network,51365,672,1096.09,USD,45,6249.11
2026-02-01,2026-02-01 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,REACH,audience_network,34582,511,1002.4,USD,26,1048.58
2026-02-01,2026-02-01 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,CONVERSIONS,messenger,18035,226,237.89,USD,7,1081.41
2026-02-01,2026-02-01 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,LINK_CLICKS,instagram_feed,11715,237,606.67,USD,17,2608.17
2026-02-02,2026-02-02 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,CONVERSIONS,instagram_stories,16247,117,77.64,USD,8,1506.21
2026-02-02,2026-02-02 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,CONVERSIONS,messenger,36751,796,1915.41,USD,48,8559.31
2026-02-02,2026-02-02 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,VIDEO_VIEWS,instagram_feed,78254,1877,7136.9,,104,9550.68
2026-02-02,2026-02-02 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,REACH,instagram_feed,12264,127,323.98,USD,5,283.63
2026-02-02,2026-02-02 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,LINK_CLICKS,instagram_feed,53295,643,1478.33,USD,6,671.52
2026-02-02,2026-02-02 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,VIDEO_VIEWS,audience_network,5061,54,153.3,USD,3,589.16
2026-02-02,2026-02-02 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,VIDEO_VIEWS,instagram_feed,33580,217,280.17,USD,6,359.87
2026-02-03,2026-02-03 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,REACH,messenger,19585,217,415.24,USD,7,1108.81
2026-02-03,2026-02-03 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,LINK_CLICKS,facebook_feed,13291,149,198.25,USD,6,587.07
2026-02-03,2026-02-03 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,REACH,audience_network,57598,1049,2125.44,USD,31,3220.51
2026-02-03,2026-02-03 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,REACH,audience_network,53272,358,1228.68,USD,10,523.99
2026-02-03,2026-02-03 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,CONVERSIONS,facebook_feed,6684,138,117.96,USD,4,644.44
2026-02-03,2026-02-03 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,LINK_CLICKS,audience_network,66010,1539,3237.17,USD,23,2139.91
2026-02-03,2026-02-03 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,LINK_CLICKS,instagram_feed,59092,1307,3423.94,GBP,101,15750.17
2026-02-04,2026-02-04 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,CONVERSIONS,instagram_stories,68311,1192,4144.47,USD,69,10137.6
2026-02-04,2026-02-04 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,CONVERSIONS,instagram_stories,5780,82,228.7,USD,3,522.82
2026-02-04,2026-02-04 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,CONVERSIONS,instagram_feed,17766,380,834.61,USD,22,3922.39
2026-02-04,2026-02-04 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,REACH,instagram_stories,72667,572,1556.57,USD,25,1894.17
2026-02-04,2026-02-04 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,CONVERSIONS,audience_network,7256,180,482.88,USD,13,2106.42
2026-02-04,2026-02-04 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,VIDEO_VIEWS,messenger,78516,658,2036.17,USD,29,2319.86
2026-02-04,2026-02-04 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,CONVERSIONS,facebook_feed,35423,493,951.7,USD,8,717.58
2026-02-04,2026-02-04 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,REACH,audience_network,40601,216,712.81,USD,3,466.03
2026-02-04,2026-02-04 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,LINK_CLICKS,audience_network,76712,1145,3337.17,USD,,
2026-02-04,2026-02-04 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,LINK_CLICKS,instagram_stories,25748,472,336.71,USD,33,3939.57
2026-02-04,2026-02-04 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,VIDEO_VIEWS,facebook_feed,64160,1570,2212.36,GBP,61,6617.39
2026-02-04,2026-02-04 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,CONVERSIONS,audience_network,21386,118,262.73,USD,5,857.09
2026-02-04,2026-02-04 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,VIDEO_VIEWS,facebook_feed,7751,102,280.7,USD,4,789.79
2026-02-05,2026-02-05 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,CONVERSIONS,audience_network,27324,169,186.25,USD,9,750.65
2026-02-05,2026-02-05 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,CONVERSIONS,instagram_feed,5845,123,291.63,USD,2,101.49
2026-02-05,2026-02-05 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,VIDEO_VIEWS,instagram_feed,35792,781,1671.46,USD,52,7748.59
2026-02-05,2026-02-05 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,VIDEO_VIEWS,instagram_feed,31777,224,128.57,USD,10,1025.14
2026-02-05,2026-02-05 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,CONVERSIONS,audience_network,35898,410,1076.91,USD,18,3192.92
2026-02-05,2026-02-05 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,CONVERSIONS,instagram_stories,79270,1602,1084.23,USD,71,7518.71
2026-02-05,2026-02-05 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,VIDEO_VIEWS,instagram_stories,79096,1342,4179.37,USD,38,2792.08
2026-02-05,2026-02-05 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,VIDEO_VIEWS,audience_network,14606,347,768.51,USD,21,2284.79
2026-02-05,2026-02-05 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,CONVERSIONS,messenger,9762,159,329.08,USD,3,199.19
2026-02-05,2026-02-05 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,VIDEO_VIEWS,messenger,29297,223,547.71,USD,12,534.37
2026-02-05,2026-02-05 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,VIDEO_VIEWS,facebook_feed,55643,978,1890.93,USD,39,3652.27
2026-02-05,2026-02-05 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,VIDEO_VIEWS,facebook_feed,14722,308,731.45,USD,6,476.07
2026-02-05,2026-02-05 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,LINK_CLICKS,audience_network,34274,739,714.33,USD,28,4545.31
2026-02-06,2026-02-06 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,VIDEO_VIEWS,instagram_feed,40561,740,2396.57,USD,26,1488.83
2026-02-06,2026-02-06 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,CONVERSIONS,messenger,59643,1268,1197.63,USD,37,2191.15
2026-02-06,2026-02-06 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,CONVERSIONS,audience_network,43015,464,371.23,USD,23,2271.81
2026-02-06,2026-02-06 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,VIDEO_VIEWS,audience_network,7838,68,200.98,USD,3,201.97
2026-02-06,2026-02-06 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,CONVERSIONS,facebook_feed,15158,189,523.65,USD,4,638.82
2026-02-06,2026-02-06 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,CONVERSIONS,instagram_stories,60598,903,2147.78,USD,42,2619.9
2026-02-06,2026-02-06 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,REACH,messenger,20411,279,385.77,USD,20,2965.39
2026-02-06,2026-02-06 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,VIDEO_VIEWS,audience_network,35562,266,169.45,USD,4,204.32
2026-02-06,2026-02-06 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,REACH,instagram_feed,60096,724,2187.91,USD,54,10287.69
2026-02-06,2026-02-06 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,REACH,instagram_feed,20111,342,1103.41,,12,1072.83
2026-02-06,2026-02-06 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_1,CONVERSIONS,instagram_feed,33923,788,592.07,USD,,
2026-02-06,2026-02-06 23:59:59,1241,HomeBase_Seasonal_National_Q1,adset_1241_0,ad_1241_0_0,REACH,audience_network,75667,916,884.8,USD,64,6436.36
2026-02-06,2026-02-06 23:59:59,1274,HomeBase_Appliances_National_Q1,adset_1274_0,ad_1274_0_0,CONVERSIONS,instagram_feed,71419,627,2030.97,USD,33,1669.1
2026-02-07,2026-02-07 23:59:59,1064,HomeBase_Furniture_National_Q1,adset_1064_0,ad_1064_0_0,LINK_CLICKS,messenger,54899,832,2187.38,USD,60,7052.76
2026-02-07,2026-02-07 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_1,VIDEO_VIEWS,facebook_feed,78812,928,2455.07,USD,60,5072.07
2026-02-07,2026-02-07 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_0,ad_1107_0_0,LINK_CLICKS,instagram_stories,63258,370,1191.83,USD,28,3216.22
2026-02-07,2026-02-07 23:59:59,1107,HomeBase_Appliances_National_Q1,adset_1107_1,ad_1107_1_0,LINK_CLICKS,instagram_stories,70619,1561,3137.01,USD,53,8108.78
2026-02-07,2026-02-07 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_0,VIDEO_VIEWS,facebook_feed,65670,604,900.28,USD,37,7377.42
2026-02-07,2026-02-07 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_0,ad_1120_0_0,REACH,audience_network,26750,209,432.58,USD,5,691.2
2026-02-07,2026-02-07 23:59:59,1120,HomeBase_Outdoor_East_Q1,adset_1120_1,ad_1120_1_1,CONVERSIONS,messenger,46640,621,590.6,USD,9,1766.85
2026-02-07,2026-02-07 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_1,ad_1184_1_0,REACH,audience_network,63697,1074,3512.06,USD,77,4176.81
2026-02-07,2026-02-07 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_1,REACH,messenger,60163,1465,2772.95,USD,46,5849.4
2026-02-07,2026-02-07 23:59:59,1184,HomeBase_Outdoor_West_Q1,adset_1184_0,ad_1184_0_0,CONVERSIONS,instagram_feed,40689,1011,2213.2,USD,42,7873.56
